Age,Age_Band ,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,DistanceFromHome_Band,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,HourlyRate_Band,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyIncome_Band,MonthlyRate,NumCompaniesWorked,NumCompaniesWorked_Band,Over18,OverTime,PercentSalaryHike,PercentSalaryHike_Band,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TotalWorkingYears_Band,TrainingTimesLastYear,TrainingTimesLastYear_Band,WorkLifeBalance,YearsAtCompany,YearsAtCompany_Band,YearsInCurrentRole,YearsInCurrentRole_Band,YearsSinceLastPromotion,YearsSinceLastPromotion_Band,YearsWithCurrManager,YearsWithCurrManager_Band
31,31-40 yrs old,No,Travel_Rarely,746,Research & Development,8,0-10KM,4,Life Sciences,1,98,3,Female,61,RM61-RM90,3,2,Manufacturing Director,4,Single,4424,RM0-RM5000,20682,1,0-2,Y,No,23,>20%,4,4,80,0,11,>9 years,2,0-2 hours,3,11,>9 years,7,7-9 years,1,0-3 years,8,7-9 years
35,31-40 yrs old,No,Travel_Rarely,776,Sales,1,0-10KM,4,Marketing,1,100,3,Male,32,RM31-RM60,2,2,Sales Executive,1,Single,4312,RM0-RM5000,23016,0,0-2,Y,No,14,11-15%,3,2,80,0,16,>9 years,2,0-2 hours,3,15,>9 years,13,>9 years,2,0-3 years,8,7-9 years
45,41-50 yrs old,No,Travel_Rarely,193,Research & Development,6,0-10KM,4,Other,1,101,4,Male,52,RM31-RM60,3,3,Research Director,1,Married,13245,RM10001-RM15000,15067,4,3-5,Y,Yes,14,11-15%,3,2,80,0,17,>9 years,3,3-5 hours,4,0,0-3 years,0,0-3 years,0,0-3 years,0,0-3 years
37,31-40 yrs old,No,Travel_Rarely,397,Research & Development,7,0-10KM,4,Medical,1,102,1,Male,30,RM0-RM30,3,3,Research Director,3,Single,13664,RM10001-RM15000,25258,4,3-5,Y,No,13,11-15%,3,1,80,0,16,>9 years,3,3-5 hours,4,5,4-6 years,2,0-3 years,0,0-3 years,2,0-3 years
46,41-50 yrs old,No,Travel_Rarely,945,Human Resources,5,0-10KM,2,Medical,1,103,2,Male,80,RM61-RM90,3,2,Human Resources,2,Divorced,5021,RM5001-RM10000,10425,8,>5,Y,Yes,22,>20%,4,4,80,1,16,>9 years,2,0-2 hours,3,4,4-6 years,2,0-3 years,0,0-3 years,2,0-3 years
30,21-30 yrs old,No,Travel_Rarely,852,Research & Development,1,0-10KM,1,Life Sciences,1,104,4,Male,55,RM31-RM60,2,2,Laboratory Technician,4,Married,5126,RM5001-RM10000,15998,1,0-2,Y,Yes,12,11-15%,3,3,80,2,10,>9 years,1,0-2 hours,2,10,>9 years,8,7-9 years,3,0-3 years,0,0-3 years
35,31-40 yrs old,No,Travel_Rarely,1214,Research & Development,1,0-10KM,3,Medical,1,105,2,Male,30,RM0-RM30,2,1,Research Scientist,3,Single,2859,RM0-RM5000,26278,1,0-2,Y,No,18,16-20%,3,1,80,0,6,4-6 years,3,3-5 hours,3,6,4-6 years,4,4-6 years,0,0-3 years,4,4-6 years
55,>50 yrs old,No,Travel_Rarely,111,Sales,1,0-10KM,2,Life Sciences,1,106,1,Male,70,RM61-RM90,3,3,Sales Executive,4,Married,10239,RM10001-RM15000,18092,3,3-5,Y,No,14,11-15%,3,4,80,1,24,>9 years,4,3-5 hours,3,1,0-3 years,0,0-3 years,1,0-3 years,0,0-3 years
38,31-40 yrs old,No,Non-Travel,573,Research & Development,6,0-10KM,3,Medical,1,107,2,Female,79,RM61-RM90,1,2,Research Scientist,4,Divorced,5329,RM5001-RM10000,15717,7,>5,Y,Yes,12,11-15%,3,4,80,3,17,>9 years,3,3-5 hours,3,13,>9 years,11,>9 years,1,0-3 years,9,7-9 years
34,31-40 yrs old,No,Travel_Rarely,1153,Research & Development,1,0-10KM,2,Medical,1,110,1,Male,94,>RM90,3,2,Manufacturing Director,2,Married,4325,RM0-RM5000,17736,1,0-2,Y,No,15,11-15%,3,3,80,0,5,4-6 years,2,0-2 hours,3,5,4-6 years,2,0-3 years,1,0-3 years,3,0-3 years
56,>50 yrs old,No,Travel_Rarely,1400,Research & Development,7,0-10KM,3,Life Sciences,1,112,4,Male,49,RM31-RM60,1,3,Manufacturing Director,4,Single,7260,RM5001-RM10000,21698,4,3-5,Y,No,11,11-15%,3,1,80,0,37,>9 years,3,3-5 hours,2,6,4-6 years,4,4-6 years,0,0-3 years,2,0-3 years
23,21-30 yrs old,No,Travel_Rarely,541,Sales,2,0-10KM,1,Technical Degree,1,113,3,Male,62,RM61-RM90,3,1,Sales Representative,1,Divorced,2322,RM0-RM5000,9518,3,3-5,Y,No,13,11-15%,3,3,80,1,3,0-3 years,3,3-5 hours,3,0,0-3 years,0,0-3 years,0,0-3 years,0,0-3 years
51,>50 yrs old,No,Travel_Rarely,432,Research & Development,9,0-10KM,4,Life Sciences,1,116,4,Male,96,>RM90,3,1,Laboratory Technician,4,Married,2075,RM0-RM5000,18725,3,3-5,Y,No,23,>20%,4,2,80,2,10,>9 years,4,3-5 hours,3,4,4-6 years,2,0-3 years,0,0-3 years,3,0-3 years
30,21-30 yrs old,No,Travel_Rarely,288,Research & Development,2,0-10KM,3,Life Sciences,1,117,3,Male,99,>RM90,2,2,Healthcare Representative,4,Married,4152,RM0-RM5000,15830,1,0-2,Y,No,19,16-20%,3,1,80,3,11,>9 years,3,3-5 hours,3,11,>9 years,10,>9 years,10,>9 years,8,7-9 years
46,41-50 yrs old,Yes,Travel_Rarely,669,Sales,9,0-10KM,2,Medical,1,118,3,Male,64,RM61-RM90,2,3,Sales Executive,4,Single,9619,RM5001-RM10000,13596,1,0-2,Y,No,16,16-20%,3,4,80,0,9,7-9 years,3,3-5 hours,3,9,7-9 years,8,7-9 years,4,4-6 years,7,7-9 years
40,31-40 yrs old,No,Travel_Frequently,530,Research & Development,1,0-10KM,4,Life Sciences,1,119,3,Male,78,RM61-RM90,2,4,Healthcare Representative,2,Married,13503,RM10001-RM15000,14115,1,0-2,Y,No,22,>20%,4,4,80,1,22,>9 years,3,3-5 hours,2,22,>9 years,3,0-3 years,11,>9 years,11,>9 years
51,>50 yrs old,No,Travel_Rarely,632,Sales,21,>20KM,4,Marketing,1,120,3,Male,71,RM61-RM90,3,2,Sales Executive,4,Single,5441,RM5001-RM10000,8423,0,0-2,Y,Yes,22,>20%,4,4,80,0,11,>9 years,2,0-2 hours,1,10,>9 years,7,7-9 years,1,0-3 years,0,0-3 years
30,21-30 yrs old,No,Travel_Rarely,1334,Sales,4,0-10KM,2,Medical,1,121,3,Female,63,RM61-RM90,2,2,Sales Executive,2,Divorced,5209,RM5001-RM10000,19760,1,0-2,Y,Yes,12,11-15%,3,2,80,3,11,>9 years,4,3-5 hours,2,11,>9 years,8,7-9 years,2,0-3 years,7,7-9 years
46,41-50 yrs old,No,Travel_Frequently,638,Research & Development,1,0-10KM,3,Medical,1,124,3,Male,40,RM31-RM60,2,3,Healthcare Representative,1,Married,10673,RM10001-RM15000,3142,2,0-2,Y,Yes,13,11-15%,3,3,80,1,21,>9 years,5,3-5 hours,2,10,>9 years,9,7-9 years,9,7-9 years,5,4-6 years
32,31-40 yrs old,No,Travel_Rarely,1093,Sales,6,0-10KM,4,Medical,1,125,2,Male,87,RM61-RM90,3,2,Sales Executive,3,Single,5010,RM5001-RM10000,24301,1,0-2,Y,No,16,16-20%,3,1,80,0,12,>9 years,0,0-2 hours,3,11,>9 years,8,7-9 years,5,4-6 years,7,7-9 years
54,>50 yrs old,No,Travel_Rarely,1217,Research & Development,2,0-10KM,4,Technical Degree,1,126,1,Female,60,RM31-RM60,3,3,Research Director,3,Married,13549,RM10001-RM15000,24001,9,>5,Y,No,12,11-15%,3,1,80,1,16,>9 years,5,3-5 hours,1,4,4-6 years,3,0-3 years,0,0-3 years,3,0-3 years
24,21-30 yrs old,No,Travel_Rarely,1353,Sales,3,0-10KM,2,Other,1,128,1,Female,33,RM31-RM60,3,2,Sales Executive,3,Married,4999,RM0-RM5000,17519,0,0-2,Y,No,21,>20%,4,1,80,1,4,4-6 years,2,0-2 hours,2,3,0-3 years,2,0-3 years,0,0-3 years,2,0-3 years
28,21-30 yrs old,No,Non-Travel,120,Sales,4,0-10KM,3,Medical,1,129,2,Male,43,RM31-RM60,3,2,Sales Executive,3,Married,4221,RM0-RM5000,8863,1,0-2,Y,No,15,11-15%,3,2,80,0,5,4-6 years,3,3-5 hours,4,5,4-6 years,4,4-6 years,0,0-3 years,4,4-6 years
58,>50 yrs old,No,Travel_Rarely,682,Sales,10,0-10KM,4,Medical,1,131,4,Male,37,RM31-RM60,3,4,Sales Executive,3,Single,13872,RM10001-RM15000,24409,0,0-2,Y,No,13,11-15%,3,3,80,0,38,>9 years,1,0-2 hours,2,37,>9 years,10,>9 years,1,0-3 years,8,7-9 years
44,41-50 yrs old,No,Non-Travel,489,Research & Development,23,>20KM,3,Medical,1,132,2,Male,67,RM61-RM90,3,2,Laboratory Technician,2,Married,2042,RM0-RM5000,25043,4,3-5,Y,No,12,11-15%,3,3,80,1,17,>9 years,3,3-5 hours,4,3,0-3 years,2,0-3 years,1,0-3 years,2,0-3 years
37,31-40 yrs old,Yes,Travel_Rarely,807,Human Resources,6,0-10KM,4,Human Resources,1,133,3,Male,63,RM61-RM90,3,1,Human Resources,1,Divorced,2073,RM0-RM5000,23648,4,3-5,Y,Yes,22,>20%,4,4,80,0,7,7-9 years,3,3-5 hours,3,3,0-3 years,2,0-3 years,0,0-3 years,2,0-3 years
32,31-40 yrs old,No,Travel_Rarely,827,Research & Development,1,0-10KM,1,Life Sciences,1,134,4,Male,71,RM61-RM90,3,1,Research Scientist,1,Single,2956,RM0-RM5000,15178,1,0-2,Y,No,13,11-15%,3,4,80,0,1,0-3 years,2,0-2 hours,3,1,0-3 years,0,0-3 years,0,0-3 years,0,0-3 years
20,<=20 yrs old,Yes,Travel_Frequently,871,Research & Development,6,0-10KM,3,Life Sciences,1,137,4,Female,66,RM61-RM90,2,1,Laboratory Technician,4,Single,2926,RM0-RM5000,19783,1,0-2,Y,Yes,18,16-20%,3,2,80,0,1,0-3 years,5,3-5 hours,3,1,0-3 years,0,0-3 years,1,0-3 years,0,0-3 years
34,31-40 yrs old,No,Travel_Rarely,665,Research & Development,6,0-10KM,4,Other,1,138,1,Female,41,RM31-RM60,3,2,Research Scientist,3,Single,4809,RM0-RM5000,12482,1,0-2,Y,No,14,11-15%,3,3,80,0,16,>9 years,3,3-5 hours,3,16,>9 years,13,>9 years,2,0-3 years,10,>9 years
37,31-40 yrs old,No,Non-Travel,1040,Research & Development,2,0-10KM,2,Life Sciences,1,139,3,Male,100,>RM90,2,2,Healthcare Representative,4,Divorced,5163,RM5001-RM10000,15850,5,3-5,Y,No,14,11-15%,3,4,80,1,17,>9 years,2,0-2 hours,4,1,0-3 years,0,0-3 years,0,0-3 years,0,0-3 years
59,>50 yrs old,No,Non-Travel,1420,Human Resources,2,0-10KM,4,Human Resources,1,140,3,Female,32,RM31-RM60,2,5,Manager,4,Married,18844,>RM15000,21922,9,>5,Y,No,21,>20%,4,4,80,1,30,>9 years,3,3-5 hours,3,3,0-3 years,2,0-3 years,2,0-3 years,2,0-3 years
50,41-50 yrs old,No,Travel_Frequently,1115,Research & Development,1,0-10KM,3,Life Sciences,1,141,1,Female,73,RM61-RM90,3,5,Research Director,2,Married,18172,>RM15000,9755,3,3-5,Y,Yes,19,16-20%,3,1,80,0,28,>9 years,1,0-2 hours,2,8,7-9 years,3,0-3 years,0,0-3 years,7,7-9 years
25,21-30 yrs old,Yes,Travel_Rarely,240,Sales,5,0-10KM,3,Marketing,1,142,3,Male,46,RM31-RM60,2,2,Sales Executive,3,Single,5744,RM5001-RM10000,26959,1,0-2,Y,Yes,11,11-15%,3,4,80,0,6,4-6 years,1,0-2 hours,3,6,4-6 years,4,4-6 years,0,0-3 years,3,0-3 years
25,21-30 yrs old,No,Travel_Rarely,1280,Research & Development,7,0-10KM,1,Medical,1,143,4,Male,64,RM61-RM90,2,1,Research Scientist,4,Married,2889,RM0-RM5000,26897,1,0-2,Y,No,11,11-15%,3,3,80,2,2,0-3 years,2,0-2 hours,3,2,0-3 years,2,0-3 years,2,0-3 years,1,0-3 years
22,21-30 yrs old,No,Travel_Rarely,534,Research & Development,15,11-20KM,3,Medical,1,144,2,Female,59,RM31-RM60,3,1,Laboratory Technician,4,Single,2871,RM0-RM5000,23785,1,0-2,Y,No,15,11-15%,3,3,80,0,1,0-3 years,5,3-5 hours,3,0,0-3 years,0,0-3 years,0,0-3 years,0,0-3 years
51,>50 yrs old,No,Travel_Frequently,1456,Research & Development,1,0-10KM,4,Medical,1,145,1,Female,30,RM0-RM30,2,3,Healthcare Representative,1,Single,7484,RM5001-RM10000,25796,3,3-5,Y,No,20,16-20%,4,3,80,0,23,>9 years,1,0-2 hours,2,13,>9 years,12,>9 years,12,>9 years,8,7-9 years
34,31-40 yrs old,Yes,Travel_Frequently,658,Research & Development,7,0-10KM,3,Life Sciences,1,147,1,Male,66,RM61-RM90,1,2,Laboratory Technician,3,Single,6074,RM5001-RM10000,22887,1,0-2,Y,Yes,24,>20%,4,4,80,0,9,7-9 years,3,3-5 hours,3,9,7-9 years,7,7-9 years,0,0-3 years,6,4-6 years
54,>50 yrs old,No,Non-Travel,142,Human Resources,26,>20KM,3,Human Resources,1,148,4,Female,30,RM0-RM30,4,4,Manager,4,Single,17328,>RM15000,13871,2,0-2,Y,Yes,12,11-15%,3,3,80,0,23,>9 years,3,3-5 hours,3,5,4-6 years,3,0-3 years,4,4-6 years,4,4-6 years
24,21-30 yrs old,No,Travel_Rarely,1127,Research & Development,18,11-20KM,1,Life Sciences,1,150,2,Male,52,RM31-RM60,3,1,Laboratory Technician,3,Married,2774,RM0-RM5000,13257,0,0-2,Y,No,12,11-15%,3,3,80,1,6,4-6 years,2,0-2 hours,3,5,4-6 years,3,0-3 years,1,0-3 years,2,0-3 years
34,31-40 yrs old,No,Travel_Rarely,1031,Research & Development,6,0-10KM,4,Life Sciences,1,151,3,Female,45,RM31-RM60,2,2,Research Scientist,2,Divorced,4505,RM0-RM5000,15000,6,>5,Y,No,15,11-15%,3,3,80,1,12,>9 years,3,3-5 hours,3,1,0-3 years,0,0-3 years,0,0-3 years,0,0-3 years
37,31-40 yrs old,No,Travel_Rarely,1189,Sales,3,0-10KM,3,Life Sciences,1,152,3,Male,87,RM61-RM90,3,3,Sales Executive,4,Single,7428,RM5001-RM10000,14506,2,0-2,Y,No,12,11-15%,3,1,80,0,12,>9 years,3,3-5 hours,3,5,4-6 years,3,0-3 years,1,0-3 years,3,0-3 years
34,31-40 yrs old,No,Travel_Rarely,1354,Research & Development,5,0-10KM,3,Medical,1,153,3,Female,45,RM31-RM60,2,3,Manager,1,Single,11631,RM10001-RM15000,5615,2,0-2,Y,No,12,11-15%,3,4,80,0,14,>9 years,6,>5 hours,3,11,>9 years,10,>9 years,5,4-6 years,8,7-9 years
36,31-40 yrs old,No,Travel_Frequently,1467,Sales,11,11-20KM,2,Technical Degree,1,154,2,Female,92,>RM90,3,3,Sales Executive,4,Married,9738,RM5001-RM10000,22952,0,0-2,Y,No,14,11-15%,3,3,80,1,10,>9 years,6,>5 hours,3,9,7-9 years,7,7-9 years,2,0-3 years,8,7-9 years
36,31-40 yrs old,No,Travel_Rarely,922,Research & Development,3,0-10KM,2,Life Sciences,1,155,1,Female,39,RM31-RM60,3,1,Laboratory Technician,4,Divorced,2835,RM0-RM5000,2561,5,3-5,Y,No,22,>20%,4,1,80,1,7,7-9 years,2,0-2 hours,3,1,0-3 years,0,0-3 years,0,0-3 years,0,0-3 years
43,41-50 yrs old,No,Travel_Frequently,394,Sales,26,>20KM,2,Life Sciences,1,158,3,Male,92,>RM90,3,4,Manager,4,Married,16959,>RM15000,19494,1,0-2,Y,Yes,12,11-15%,3,4,80,2,25,>9 years,3,3-5 hours,4,25,>9 years,12,>9 years,4,4-6 years,12,>9 years
30,21-30 yrs old,No,Travel_Frequently,1312,Research & Development,23,>20KM,3,Life Sciences,1,159,1,Male,96,>RM90,1,1,Research Scientist,3,Divorced,2613,RM0-RM5000,22310,1,0-2,Y,No,25,>20%,4,3,80,3,10,>9 years,2,0-2 hours,2,10,>9 years,7,7-9 years,0,0-3 years,9,7-9 years
33,31-40 yrs old,No,Non-Travel,750,Sales,22,>20KM,2,Marketing,1,160,3,Male,95,>RM90,3,2,Sales Executive,2,Married,6146,RM5001-RM10000,15480,0,0-2,Y,No,13,11-15%,3,1,80,1,8,7-9 years,2,0-2 hours,4,7,7-9 years,7,7-9 years,0,0-3 years,7,7-9 years
56,>50 yrs old,Yes,Travel_Rarely,441,Research & Development,14,11-20KM,4,Life Sciences,1,161,2,Female,72,RM61-RM90,3,1,Research Scientist,2,Married,4963,RM0-RM5000,4510,9,>5,Y,Yes,18,16-20%,3,1,80,3,7,7-9 years,2,0-2 hours,3,5,4-6 years,4,4-6 years,4,4-6 years,3,0-3 years
51,>50 yrs old,No,Travel_Rarely,684,Research & Development,6,0-10KM,3,Life Sciences,1,162,1,Male,51,RM31-RM60,3,5,Research Director,3,Single,19537,>RM15000,6462,7,>5,Y,No,13,11-15%,3,3,80,0,23,>9 years,5,3-5 hours,3,20,>9 years,18,>9 years,15,>9 years,15,>9 years
31,31-40 yrs old,Yes,Travel_Rarely,249,Sales,6,0-10KM,4,Life Sciences,1,163,2,Male,76,RM61-RM90,1,2,Sales Executive,3,Married,6172,RM5001-RM10000,20739,4,3-5,Y,Yes,18,16-20%,3,2,80,0,12,>9 years,3,3-5 hours,2,7,7-9 years,7,7-9 years,7,7-9 years,7,7-9 years
26,21-30 yrs old,No,Travel_Rarely,841,Research & Development,6,0-10KM,3,Other,1,164,3,Female,46,RM31-RM60,2,1,Research Scientist,2,Married,2368,RM0-RM5000,23300,1,0-2,Y,No,19,16-20%,3,3,80,0,5,4-6 years,3,3-5 hours,2,5,4-6 years,4,4-6 years,4,4-6 years,3,0-3 years
58,>50 yrs old,Yes,Travel_Rarely,147,Research & Development,23,>20KM,4,Medical,1,165,4,Female,94,>RM90,3,3,Healthcare Representative,4,Married,10312,RM10001-RM15000,3465,1,0-2,Y,No,12,11-15%,3,4,80,1,40,>9 years,3,3-5 hours,2,40,>9 years,10,>9 years,15,>9 years,6,4-6 years
19,<=20 yrs old,Yes,Travel_Rarely,528,Sales,22,>20KM,1,Marketing,1,167,4,Male,50,RM31-RM60,3,1,Sales Representative,3,Single,1675,RM0-RM5000,26820,1,0-2,Y,Yes,19,16-20%,3,4,80,0,0,0-3 years,2,0-2 hours,2,0,0-3 years,0,0-3 years,0,0-3 years,0,0-3 years
22,21-30 yrs old,No,Travel_Rarely,594,Research & Development,2,0-10KM,1,Technical Degree,1,169,3,Male,100,>RM90,3,1,Laboratory Technician,4,Married,2523,RM0-RM5000,19299,0,0-2,Y,No,14,11-15%,3,3,80,1,3,0-3 years,2,0-2 hours,3,2,0-3 years,1,0-3 years,2,0-3 years,1,0-3 years
49,41-50 yrs old,No,Travel_Rarely,470,Research & Development,20,11-20KM,4,Medical,1,170,3,Female,96,>RM90,3,2,Manufacturing Director,1,Married,6567,RM5001-RM10000,5549,1,0-2,Y,No,14,11-15%,3,3,80,0,16,>9 years,2,0-2 hours,2,15,>9 years,11,>9 years,5,4-6 years,11,>9 years
43,41-50 yrs old,No,Travel_Frequently,957,Research & Development,28,>20KM,3,Medical,1,171,2,Female,72,RM61-RM90,4,1,Research Scientist,3,Single,4739,RM0-RM5000,16090,4,3-5,Y,No,12,11-15%,3,4,80,0,18,>9 years,2,0-2 hours,3,3,0-3 years,2,0-3 years,1,0-3 years,2,0-3 years
50,41-50 yrs old,No,Travel_Frequently,809,Sales,12,11-20KM,3,Marketing,1,174,3,Female,77,RM61-RM90,3,3,Sales Executive,4,Single,9208,RM5001-RM10000,6645,4,3-5,Y,No,11,11-15%,3,4,80,0,16,>9 years,3,3-5 hours,3,2,0-3 years,2,0-3 years,2,0-3 years,1,0-3 years
31,31-40 yrs old,Yes,Travel_Rarely,542,Sales,20,11-20KM,3,Life Sciences,1,175,2,Female,71,RM61-RM90,1,2,Sales Executive,3,Married,4559,RM0-RM5000,24788,3,3-5,Y,Yes,11,11-15%,3,3,80,1,4,4-6 years,2,0-2 hours,3,2,0-3 years,2,0-3 years,2,0-3 years,2,0-3 years
41,41-50 yrs old,No,Travel_Rarely,802,Sales,9,0-10KM,1,Life Sciences,1,176,3,Male,96,>RM90,3,3,Sales Executive,3,Divorced,8189,RM5001-RM10000,21196,3,3-5,Y,Yes,13,11-15%,3,3,80,1,12,>9 years,2,0-2 hours,3,9,7-9 years,7,7-9 years,0,0-3 years,7,7-9 years
26,21-30 yrs old,No,Travel_Rarely,1355,Human Resources,25,>20KM,1,Life Sciences,1,177,3,Female,61,RM61-RM90,3,1,Human Resources,3,Married,2942,RM0-RM5000,8916,1,0-2,Y,No,23,>20%,4,4,80,1,8,7-9 years,3,3-5 hours,3,8,7-9 years,7,7-9 years,5,4-6 years,7,7-9 years
36,31-40 yrs old,No,Travel_Rarely,216,Research & Development,6,0-10KM,2,Medical,1,178,2,Male,84,RM61-RM90,3,2,Manufacturing Director,2,Divorced,4941,RM0-RM5000,2819,6,>5,Y,No,20,16-20%,4,4,80,2,7,7-9 years,0,0-2 hours,3,3,0-3 years,2,0-3 years,0,0-3 years,1,0-3 years
51,>50 yrs old,Yes,Travel_Frequently,1150,Research & Development,8,0-10KM,4,Life Sciences,1,179,1,Male,53,RM31-RM60,1,3,Manufacturing Director,4,Single,10650,RM10001-RM15000,25150,2,0-2,Y,No,15,11-15%,3,4,80,0,18,>9 years,2,0-2 hours,3,4,4-6 years,2,0-3 years,0,0-3 years,3,0-3 years
39,31-40 yrs old,No,Travel_Rarely,1329,Sales,4,0-10KM,4,Life Sciences,1,182,4,Female,47,RM31-RM60,2,2,Sales Executive,3,Married,5902,RM5001-RM10000,14590,4,3-5,Y,No,14,11-15%,3,3,80,1,17,>9 years,1,0-2 hours,4,15,>9 years,11,>9 years,5,4-6 years,9,7-9 years
25,21-30 yrs old,No,Travel_Rarely,959,Sales,28,>20KM,3,Life Sciences,1,183,1,Male,41,RM31-RM60,2,2,Sales Executive,3,Married,8639,RM5001-RM10000,24835,2,0-2,Y,No,18,16-20%,3,4,80,0,6,4-6 years,3,3-5 hours,3,2,0-3 years,2,0-3 years,2,0-3 years,2,0-3 years
30,21-30 yrs old,No,Travel_Rarely,1240,Human Resources,9,0-10KM,3,Human Resources,1,184,3,Male,48,RM31-RM60,3,2,Human Resources,4,Married,6347,RM5001-RM10000,13982,0,0-2,Y,Yes,19,16-20%,3,4,80,0,12,>9 years,2,0-2 hours,1,11,>9 years,9,7-9 years,4,4-6 years,7,7-9 years
32,31-40 yrs old,Yes,Travel_Rarely,1033,Research & Development,9,0-10KM,3,Medical,1,190,1,Female,41,RM31-RM60,3,1,Laboratory Technician,1,Single,4200,RM0-RM5000,10224,7,>5,Y,No,22,>20%,4,1,80,0,10,>9 years,2,0-2 hours,4,5,4-6 years,4,4-6 years,0,0-3 years,4,4-6 years
45,41-50 yrs old,No,Travel_Rarely,1316,Research & Development,29,>20KM,3,Medical,1,192,3,Male,83,RM61-RM90,3,1,Research Scientist,4,Single,3452,RM0-RM5000,9752,5,3-5,Y,No,13,11-15%,3,2,80,0,9,7-9 years,2,0-2 hours,2,6,4-6 years,5,4-6 years,0,0-3 years,3,0-3 years
38,31-40 yrs old,No,Travel_Rarely,364,Research & Development,3,0-10KM,5,Technical Degree,1,193,4,Female,32,RM31-RM60,3,2,Research Scientist,3,Single,4317,RM0-RM5000,2302,3,3-5,Y,Yes,20,16-20%,4,2,80,0,19,>9 years,2,0-2 hours,3,3,0-3 years,2,0-3 years,2,0-3 years,2,0-3 years
30,21-30 yrs old,No,Travel_Rarely,438,Research & Development,18,11-20KM,3,Life Sciences,1,194,1,Female,75,RM61-RM90,3,1,Research Scientist,3,Single,2632,RM0-RM5000,23910,1,0-2,Y,No,14,11-15%,3,3,80,0,5,4-6 years,4,3-5 hours,2,5,4-6 years,4,4-6 years,0,0-3 years,4,4-6 years
32,31-40 yrs old,No,Travel_Frequently,689,Sales,9,0-10KM,2,Medical,1,195,4,Male,35,RM31-RM60,1,2,Sales Executive,4,Divorced,4668,RM0-RM5000,22812,0,0-2,Y,No,17,16-20%,3,4,80,3,9,7-9 years,2,0-2 hours,4,8,7-9 years,7,7-9 years,0,0-3 years,7,7-9 years
30,21-30 yrs old,No,Travel_Rarely,201,Research & Development,5,0-10KM,3,Technical Degree,1,197,4,Female,84,RM61-RM90,3,1,Research Scientist,1,Divorced,3204,RM0-RM5000,10415,5,3-5,Y,No,14,11-15%,3,4,80,1,8,7-9 years,3,3-5 hours,3,3,0-3 years,2,0-3 years,2,0-3 years,2,0-3 years
30,21-30 yrs old,No,Travel_Rarely,1427,Research & Development,2,0-10KM,1,Medical,1,198,2,Male,35,RM31-RM60,2,1,Laboratory Technician,4,Single,2720,RM0-RM5000,11162,0,0-2,Y,No,13,11-15%,3,4,80,0,6,4-6 years,3,3-5 hours,3,5,4-6 years,3,0-3 years,1,0-3 years,2,0-3 years
41,41-50 yrs old,No,Travel_Frequently,857,Research & Development,10,0-10KM,3,Life Sciences,1,199,4,Male,91,>RM90,2,4,Manager,1,Divorced,17181,>RM15000,12888,4,3-5,Y,No,13,11-15%,3,2,80,1,21,>9 years,2,0-2 hours,2,7,7-9 years,6,4-6 years,7,7-9 years,7,7-9 years
41,41-50 yrs old,No,Travel_Rarely,933,Research & Development,9,0-10KM,4,Life Sciences,1,200,3,Male,94,>RM90,3,1,Laboratory Technician,1,Married,2238,RM0-RM5000,6961,2,0-2,Y,No,21,>20%,4,4,80,1,7,7-9 years,2,0-2 hours,3,5,4-6 years,0,0-3 years,1,0-3 years,4,4-6 years
19,<=20 yrs old,No,Travel_Rarely,1181,Research & Development,3,0-10KM,1,Medical,1,201,2,Female,79,RM61-RM90,3,1,Laboratory Technician,2,Single,1483,RM0-RM5000,16102,1,0-2,Y,No,14,11-15%,3,4,80,0,1,0-3 years,3,3-5 hours,3,1,0-3 years,0,0-3 years,0,0-3 years,0,0-3 years
40,31-40 yrs old,No,Travel_Frequently,1395,Research & Development,26,>20KM,3,Medical,1,202,2,Female,54,RM31-RM60,3,2,Research Scientist,2,Divorced,5605,RM5001-RM10000,8504,1,0-2,Y,No,11,11-15%,3,1,80,1,20,>9 years,2,0-2 hours,3,20,>9 years,7,7-9 years,2,0-3 years,13,>9 years
35,31-40 yrs old,No,Travel_Rarely,662,Sales,1,0-10KM,5,Marketing,1,204,3,Male,94,>RM90,3,3,Sales Executive,2,Married,7295,RM5001-RM10000,11439,1,0-2,Y,No,13,11-15%,3,1,80,2,10,>9 years,3,3-5 hours,3,10,>9 years,8,7-9 years,0,0-3 years,6,4-6 years
53,>50 yrs old,No,Travel_Rarely,1436,Sales,6,0-10KM,2,Marketing,1,205,2,Male,34,RM31-RM60,3,2,Sales Representative,3,Married,2306,RM0-RM5000,16047,2,0-2,Y,Yes,20,16-20%,4,4,80,1,13,>9 years,3,3-5 hours,1,7,7-9 years,7,7-9 years,4,4-6 years,5,4-6 years
45,41-50 yrs old,No,Travel_Rarely,194,Research & Development,9,0-10KM,3,Life Sciences,1,206,2,Male,60,RM31-RM60,3,2,Laboratory Technician,2,Divorced,2348,RM0-RM5000,10901,8,>5,Y,No,18,16-20%,3,3,80,1,20,>9 years,2,0-2 hours,1,17,>9 years,9,7-9 years,0,0-3 years,15,>9 years
